graph6 string,levelable,minimized solution
H?ShImq,F,NA
H@WGjMU,F,NA
HHP@WmX,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
H@AlQpR,F,NA
H??iyyw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
H@?Iyyk,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?O`xzS,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?HC{xs,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?CJjik,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
HAQ`ozb,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
H@oP\HV,F,NA
HAgoqLf,F,NA
HB_XSLf,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HIAiPeZ,F,NA
HBJ?pNJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HEChQKn,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HBDC[Wn,F,NA
H?wpcLV,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0]"
HCop_\f,F,NA
HDCaYWn,F,NA
H?wpaLV,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0]"
HGop_\V,F,NA
H?kaiif,F,NA
H@gIiif,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
HGBPprJ,F,NA
H@G[uHf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
HAOwtDf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
HC_XrHf,F,NA
HBW?}If,F,NA
HAX_[er,F,NA
H@CjUG^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H@CkmPN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@G\M`N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@g_}HV,F,NA
HACq\On,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HI@HlO^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HBGXMDN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?cjchf,F,NA
H@gLIhV,F,NA
HBP?|Qf,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
H?HYt_^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?Kq^?^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
HA?xuOn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?Q[r_n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H@A[rPN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?_xv@V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?DjT_^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H@@jSo^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
HG?xu`N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H@Aiqqf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HAgoqNf,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
HEChSLn,F,NA
HDCaYXn,F,NA
HBCc[Xn,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?wpaNV,F,NA
HGop_^V,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
HAOwtFf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@G\MP^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@DhUD^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HCCsZPn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
HI@HlQ^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
HBGXMFN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?Kq]_~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?Q[r_~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?Ks^@^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HC?xuPn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?HYt_~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?DjU_~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@@jSp^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?ElR`^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@AlQp^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HG?xubN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HDCaYZn,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@DhUF^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?Ks]`~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?HYt`~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?I[r`~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?DjUa~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@@jSr^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?HYtb~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H?Kq\f[,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?KqXyr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?Krc\{,F,NA
H?KtaxN,F,NA
H?Koy]r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?KsZf\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Krc\|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kta\|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kta^\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Krc^{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kq\fN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kq\d^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Krc\^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@CjSnN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Krc[~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kta^|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kq\f^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kq\d~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Krc^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?KqZe\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?HYrqu,F,NA
H?Kra]\,F,NA
H?KqZe{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?[pa^F,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0]"
H?KqZeN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@CijUN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?TPZe|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kra]|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?TR`]|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?KqZf{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kra^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?KqZe^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@CijVN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kra^|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?TPZe~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?KqZe~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?KqZf~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?Kq\fK,T,"[4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?DjRqU,F,NA
H?CxrrE,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
HBCiYYb,F,NA
H?Cxqng,F,NA
HGCPxzK,F,NA
H?Kq[^o,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?PHxzo,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0]"
HG?xurE,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?Xbcy],T,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
H?KteX],F,NA
H?TRdW},F,NA
H@DhUfM,F,NA
HBDITMm,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?KreW},T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?Ks^`],T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
HG?xuq],F,NA
H?HYv_},F,NA
HG@Yto},F,NA
H?DjVa],F,NA
H@@jUq],T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
H?Kta^L,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HIOWtMf,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?Kr_~L,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H@Cki^h,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
HDChQ^F,F,NA
HHCPY^L,F,NA
H?KqW~p,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HG?xo~X,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?KsY^p,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HC?xq^h,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?TRdY},T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?Ks^`},F,NA
H?KreX},F,NA
H?HYva},F,NA
HG@Ytq},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?[peNN,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 4.0]"
H?KteX^,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?TRdW~,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
HAKQ^In,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 4.0, 5.0]"
HHCP]ZN,F,NA
H?KreW~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?Ks^`^,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
HG?xuq^,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?HYv_~,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 4.0, 4.0]"
HG@Yto~,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?Kq^bN,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
HGKo]fN,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?KreZ},T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?TRdY~,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H?KteX~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?KreX~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H?HYva~,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 4.0, 5.0]"
HG@Ytq~,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?KreZ~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 6.0]"
H?CxrrF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@Ko\dN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kxa^R,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@KoZfM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@GZG}x,F,NA
H@H_w}Z,F,NA
H@DPX^J,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?KozfN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kxa^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Ko|dn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kpi^Z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kr_~l,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@GW|L^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@ChYnN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@H_w~Z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kpk\^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@I_w|z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kpi^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?LHhnZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?Kozfn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@GWzN^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@GW|L~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Kpi^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@H_w~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@GWzN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?Kq|bL,F,NA
H@H\?|Z,F,NA
H@GZtH\,F,NA
H?KrdX],F,NA
H?Kq\rU,F,NA
HG?xszY,F,NA
H@H\@s^,F,NA
HDG_y\N,F,NA
HBG_y]N,F,NA
HO?xqt\,F,NA
H@H\?~Z,F,NA
H?Kr\b\,F,NA
H@H\?|z,F,NA
H@Hco||,F,NA
H?LL`n\,F,NA
HG?{pv\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?KtazN,F,NA
H@I_yt^,F,NA
H@H_{t^,F,NA
H@STH^N,F,NA
HHCSX^N,F,NA
H?Ktaxn,F,NA
H?Krcxn,F,NA
H?KsZjZ,F,NA
HG?xsv\,F,NA
H@H_{s~,F,NA
H?MHjd^,F,NA
HO?xqt^,F,NA
H?LHld^,F,NA
HG?xst^,F,NA
H?O|`vN,F,NA
HG?{pvN,F,NA
H@H\?~z,F,NA
H@H_{v^,F,NA
H?Ktazn,F,NA
H@I_yt~,F,NA
H@H_{t~,F,NA
H?LHlf^,F,NA
HG?xsv^,F,NA
H@H_{v~,F,NA
H?LYraf,F,NA
HGLPI]Z,F,NA
H?KrZa\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?Sijqu,F,NA
HG@Xyqx,F,NA
H?KrayN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?KqZiZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HG?xqu\,F,NA
H@TR?}n,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?KrZb\,F,NA
H@HZ?}z,F,NA
H?LJ`n\,F,NA
HG?ypv\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?TR`yn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@H_yu^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HAKRI]n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HICQX]n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?Krayn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?HYre|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
HG@Ypu|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?LHje^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HG?xqu^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?WZbM^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HGKHinN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@HZ?~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HAP_xu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?Krazn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@H_yu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?LHjf^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
HG@Ypu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@H_yv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@DhUVU,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0]"
HAKTJXN,F,NA
HACtQ]l,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HB?\RNL,F,NA
H?Ks]pu,F,NA
H?Silpu,F,NA
H?I[rhy,F,NA
H?DjUiy,F,NA
H@@jSzY,F,NA
H?LM`wv,F,NA
H?UL`xV,F,NA
H?H\`xZ,F,NA
H?LM`ll,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0, 2.0, 3.0]"
HAKMHll,F,NA
H?Ejayj,F,NA
H@@krU\,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0, 2.0]"
H@ClQnL,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HAKQZYf,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HBGXMVF,F,NA
H@SP\NF,F,NA
HGSIhmf,F,NA
H@gLIlV,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0, 4.0]"
HIO`s]V,T,"[2.0, 4.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 4.0]"
H?KqXnX,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
H?dKhlx,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?KsYnh,F,NA
HC?xrVL,F,NA
HGKoYnJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
H@AlQt\,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 5.0, 5.0]"
HG?xuZR,F,NA
HA?xXvJ,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 4.0]"
HAKTI^l,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?Silru,F,NA
H?MM`l|,F,NA
H?LM`l|,F,NA
H?H\au|,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 2.0, 2.0]"
H?LN@n\,F,NA
HGKMHn\,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 2.0]"
HAKQ\Nl,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H@SUH]n,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 2.0, 3.0]"
HAKQ\Ln,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
HACq\Un,F,NA
HB?ZMUn,T,"[2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
HGKHmNV,F,NA
H?Ks]hz,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 4.0]"
H?HYtd|,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?I[rd|,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?Kq]jj,F,NA
HGKo]NZ,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 5.0]"
H?LHmc~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 4.0]"
H@@\Qu^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 4.0]"
H?O}`un,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 2.0, 3.0]"
HG?}Pu^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 5.0]"
H?HYtc~,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?LHnD^,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 4.0, 3.0]"
HGKHmL^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0, 4.0]"
H?Silen,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 3.0]"
H@AlQt^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0, 4.0]"
HG?xufN,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?LM`n|,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0, 2.0, 3.0]"
HAKQ\Nn,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?HYtf|,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?MHmd~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 5.0]"
