graph6string,levelable,minimized solution
FCX_w,F,NA
FK`_w,F,NA
F_KuW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FOTPw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`CmW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F`G]w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F_Krw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F_Kvw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?\t_,F,NA
FK_yo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F@\cg,F,NA
F`KqW,F,NA
FCdj_,F,NA
FDhaw,F,NA
FBZ@w,F,NA
FDUbW,F,NA
F`IZo,F,NA
FI_xw,F,NA
FaG{w,F,NA
F`H[w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FBZDw,F,NA
FSOzw,F,NA
FI_zw,F,NA
FB`lw,F,NA
F`H\w,F,NA
FI_~w,F,NA
FKcqW,F,NA
F@Tl_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FAdtO,F,NA
F@LuO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F`Maw,F,NA
FDdbW,F,NA
FJQHw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F@nBg,F,NA
F`Oxw,F,NA
FoCyw,F,NA
FJQLw,F,NA
F`_zw,F,NA
FDPlw,F,NA
FGdrw,F,NA
F@ptw,F,NA
FGdvw,F,NA
F@]eg,F,NA
F@X\g,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@UuW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FHFKw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FB_zW,F,NA
FAgzg,F,NA
FEHkw,F,NA
F`Dkw,F,NA
FAK|W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FCLZW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@S}W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FGL[w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F_YXw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@huw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FDO~W,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
FCLjw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FAMjw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@qZw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F_S|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FGc~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F`KuW,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0]"
F`Gyw,F,NA
F`FHw,F,NA
FOLYw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F_oxw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F`G}w,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0]"
F_Kzw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F_K}w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F_K~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F@Neo,T,"[2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
F@NMg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@L^G,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FB`kw,F,NA
F@ozg,F,NA
F@K}W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@NNg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@o~g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F@o}w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F@NJw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@o~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
FK`zo,T,"[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
FK`~o,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FK`zw,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK`~w,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FI`|o,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
FC\ng,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FI`|w,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
FCXzw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FGezw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F_L|w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FCX~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
FGd~_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FG]^g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FGd~g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FGdzw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F@p|w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FGd~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F_N~o,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F_N~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
FEOhW,F,NA
FGW[g,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?K}_,F,NA
FoCZW,F,NA
FWCYw,F,NA
F_opw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FAU`w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F@N@w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
FoCZw,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FEGmw,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
F@NBw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@NFw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F@K}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@K~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F@N^o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F@N]w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@N^W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@L}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@N^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F@L~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F@L|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F@L~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F@N~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F@N~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
FBY^G,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FIK}W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FIo|g,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@\sw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FC\rW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FCdzo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FAY|o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FINLw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FBYZw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FAmrw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FC\vW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FBY^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FBY^?,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FLr@w,T,"[3.0, 3.0, 4.0, 4.0, 2.0, 2.0, 2.0]"
FF`jW,T,"[3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
FAM~O,T,"[2.0, 3.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
F_L|o,T,"[3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F@N^O,T,"[2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
Fk_zw,T,"[3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0]"
FC^bw,T,"[3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
FGnRw,T,"[2.0, 3.0, 3.0, 2.0, 3.0, 3.0, 4.0]"
F_]vw,T,"[3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
F_|tg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FFo~W,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
FWN]w,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
FC^vW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
FENnw,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
FBd~W,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
FC\zw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FAmzw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FC\~W,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FC\~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
FBNmw,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
F@t~g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F@\}w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F@]}w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F@^^w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
FG]}w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F_]~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F@v~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
FBejW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
FEXhw,F,NA
FELlW,F,NA
FGlug,F,NA
FBUlW,F,NA
FIS|W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FBMmW,F,NA
FJQ\W,F,NA
FAd|o,F,NA
FAizo,F,NA
F@L}o,F,NA
FG[}g,F,NA
F@h}o,F,NA
FEW~W,F,NA
FHNMw,F,NA
FClrw,F,NA
FA]rw,F,NA
F@nRw,F,NA
FG^Tw,F,NA
FA]vw,F,NA
FG\sw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FIS|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FA\tw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@\tw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@\vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FHL[w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F@T|o,F,NA
F@]uW,F,NA
F@L|o,F,NA
FHM]w,F,NA
F@]uw,F,NA
F@]rw,F,NA
F@]vw,F,NA
F@^vo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
FHN]w,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
F@l~g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F@^vw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F@\~g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F@\|w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F@\~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F@]~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F@^~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
F@~vg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F@~uw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F@^~o,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F@~vw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F@~~w,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
FBY~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
FDhzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FBY}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FBX|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FHU}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FBY~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
FI\tw,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FBX~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
FBZ~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
FBZ~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?]u_,F,NA
FWD[o,F,NA
FGc}_,F,NA
FBj@w,F,NA
F`YPw,F,NA
FIe`w,F,NA
FIebw,F,NA
FIefw,F,NA
FHo}g,F,NA
FM`hw,F,NA
Fie`w,F,NA
FKK}W,F,NA
F`Lkw,F,NA
FKL\W,T,"[2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
FY_}w,F,NA
FKNJw,F,NA
FKNNw,F,NA
FHU^G,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FKWyw,F,NA
FIMmw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FHd\w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
FKL^W,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
FHUZw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FHU^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
FJQ\O,F,NA
FHU^?,F,NA
Fbj@w,F,NA
FDprW,F,NA
FIdtW,F,NA
FIc~G,F,NA
FIM\W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
Fh_}w,F,NA
FSTjw,F,NA
FDZJw,F,NA
FIejw,F,NA
FoL^w,F,NA
Fbc~W,F,NA
FQdzw,F,NA
FKNmw,F,NA
FQL}w,F,NA
FHd}w,F,NA
FoNZw,F,NA
FaM~w,F,NA
FB]vW,F,NA
FBhzw,F,NA
FBh|w,F,NA
FBh~w,F,NA
FB]uW,F,NA
FBY}o,F,NA
FDp~o,F,NA
FBh}w,F,NA
FDpzw,F,NA
FBj^w,F,NA
FBj~o,F,NA
FBj~w,F,NA
Fo\sw,T,"[3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
FIU|o,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FBY|o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FbY\w,T,"[3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
FImrw,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FImvw,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
FQ\sw,F,NA
FJY[w,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
FB\tW,F,NA
F`Lzo,T,"[2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
FXT[w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F@\~_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FB]^G,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
FJY\w,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
F`\tw,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0]"
FJYZw,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0]"
FB^dw,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
FJY^w,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
FT\uW,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FI}vg,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
Fdhzw,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0]"
FInvw,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
FLh}w,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FS\zw,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FIm~w,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FIn~w,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
FIl~g,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FI]|w,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
FJY}w,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
FI]~w,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
FI\|w,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FB\|w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
FB\~w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
FD\~W,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
FB]~W,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
FB]|w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
FB]~w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
FB^~w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
FkUhw,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0]"
FsLZW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FHU}o,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0]"
Fo^Pw,F,NA
F@]~_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FA]~_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
FpUZw,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
Fbh\w,T,"[2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
FBnbw,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
FFYmw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FBnfw,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
FDx~g,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
FPvZw,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0]"
FBnvW,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
FHu~w,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0]"
FBy}w,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
FB]}w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
FBn^w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
FBn~w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
FF^nW,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
FI~tw,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
FB^~o,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
FBn~o,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
FB~vw,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
FB~~w,T,"[2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0]"
F@~v_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FbY|o,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
FFzbw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FFzfw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FK~v_,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
F]p|w,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
Fs\zw,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fs\~w,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FFz~o,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
FFz~w,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
FF~~w,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0]"
FGeZ_,F,NA
FJaHw,F,NA
F`N@w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJaJw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJaNw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FaK|W,F,NA
FPLYw,F,NA
FKcyw,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
FEXlw,F,NA
FHeZw,F,NA
FPTZw,F,NA
FKW}w,F,NA
F`MZw,F,NA
FPT^w,F,NA
FJYKg,F,NA
FJ_}W,F,NA
FKdjg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FjaHw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FKLkw,F,NA
F`K}W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FwC}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FKYZw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`NNw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F`Kyw,F,NA
F`K}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`Kzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`K~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FeK~W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FKdzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FQT|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`N^W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`N^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F`L~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`Lzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`L|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`L~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F`N~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`N~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FKzPw,F,NA
FQT|o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FI]\g,F,NA
FwL[w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FB]lg,F,NA
Fbo|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJejw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJenw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
Fkoxw,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FpLYw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FkYXw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FPT}o,F,NA
F`L|o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`v`w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FpL]w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`]rw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fbg}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`]vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
