graph6string,levelable,minimized solution
H?CW~@f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?CW~?n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H?CW~?^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
HF?GW^f,F,NA
HF?GW\n,F,NA
H?F_ovf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0]"
H?CW~@n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?CW~?~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
HF?GW^n,T,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?CW~Bn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~@~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~B~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H?CWw~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?CWw~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?CWw~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?CW~Nw,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?F_w~j,F,NA
H?C^G~x,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?CW~L},F,NA
H?CW~Nf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~Nj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CWz^f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CWz^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CW~Nx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~K~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?F_w~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0]"
H?CW~Nn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~Nz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~L~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~N~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H?CWz^m,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?CWznm,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
H?CW|\},F,NA
H?CWz]n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CWzmn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CWz]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CWz^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CWz^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CWz^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CWz]~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CWz^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H?CWx~m,F,NA
H?CW{|},F,NA
H?CWx~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CWx~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CWx~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?CWx~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H?CW~^m,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?CW~^u,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?CWz~m,F,NA
H?CW~^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H?CW~^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CWz~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CW~^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H?CWz}},F,NA
H?CWz~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H?CWz}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?CWz~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H?CW~~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H?CW~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0]"
H?`rbqN,F,NA
HGA[rpf,F,NA
H_?xuNw,T,"[4.0, 4.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H_?xpvF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
H?`preN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?`sZdx,F,NA
H@BHpnJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
H?C^Jrd,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H_B@p{},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0]"
H?PHtmu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?CW~Ne,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?CXvNe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H_?xuNx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?`rc\z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HGAZKtz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H_?}Hvx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H_?xuK~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?`rc[~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?aJjhz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H@?u]W~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?C^NHz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H_?xuNz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?`rc\~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HG@c{x~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?C^NJz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H_?xuN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
H?LLa]t,F,NA
H?O|a^p,T,"[2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0, 3.0]"
H?LLbhN,F,NA
H?Dn?}x,F,NA
H?PH|rs,F,NA
H?_zbeN,F,NA
H?MKZdt,F,NA
HG?yrMZ,F,NA
H?QpptN,F,NA
H?JPYuZ,F,NA
H?aJpxt,F,NA
HGAXqtf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H@BHjUZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?C^JZp,F,NA
H?F_xtj,F,NA
H?C^Rhl,F,NA
H?wUHk^,F,NA
H?Gmiyx,F,NA
H?PH|et,F,NA
H?PHp}u,F,NA
H?Gmqm\,F,NA
H?CZRne,F,NA
H?CZTne,F,NA
H?CWz^e,F,NA
H?CXr^e,F,NA
H?C^MWz,F,NA
H?W^?~t,F,NA
H?Oy\ez,F,NA
H?Oy\fr,F,NA
H?WW~Dv,F,NA
H?Sm`]v,F,NA
H?WW~Ft,F,NA
H?QqXuz,F,NA
HGAXrNZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?FbO|z,F,NA
H?sah]v,F,NA
H?C^RZt,F,NA
H?_zc\v,F,NA
H?Oy\c~,F,NA
H?Gmkx^,F,NA
H?PLhyz,F,NA
H?Oy\dv,F,NA
H?C\nHn,F,NA
H?CZ^Jr,F,NA
H?CZ^G~,F,NA
H?CZ^Pv,F,NA
H?FeO{~,F,NA
H?C^LXz,F,NA
H?WW~Fv,F,NA
H?FbO~z,F,NA
H?Oy\e~,F,NA
H?Oy\fv,F,NA
H?Dg~D~,F,NA
H?C\^H~,F,NA
H?CZ^Rv,F,NA
H?Dg~F~,F,NA
Hw?@yy[,T,"[2.5, 2.5, 2.5, 2.0, 2.0, 2.0, 2.5, 2.5, 2.5]"
H?\sKTr,F,NA
H_@xuEx,F,NA
H?PLlp{,F,NA
H?`{Rdr,F,NA
H?C^bZd,F,NA
Hw?@yy\,F,NA
H?GmhzX,F,NA
H?PHluu,F,NA
H?aJjpr,F,NA
H?Gmmo^,F,NA
H?CXnVe,F,NA
HJ?A[}m,F,NA
H?C^NO^,F,NA
H?z_gvr,F,NA
H?]KJdv,F,NA
H?`{Rfr,F,NA
H?C^VH|,F,NA
H_?}Jqz,F,NA
H?aJrhv,F,NA
H?PLlo~,F,NA
H?C^VHv,F,NA
Hw?@yy^,F,NA
H?C^NO~,F,NA
H?wO~Jv,F,NA
H?aJjp~,F,NA
H?C^VJv,F,NA
H?C^NP~,F,NA
H?C^NR~,F,NA
H?C~?|x,F,NA
H?C~?~X,F,NA
H?CX~bk,F,NA
H?Gh}jX,F,NA
H?Cwyvb,F,NA
H?CXzZp,F,NA
H?C[zZp,F,NA
H?F_xsz,F,NA
H?F_xtZ,F,NA
H?C^Hxx,F,NA
H?C^HzX,F,NA
H?CX~Fd,F,NA
H?CXzVd,F,NA
H?C^RM\,F,NA
H?CWx~e,F,NA
H?CXx^p,F,NA
H?CYx^p,F,NA
H?C~?~x,F,NA
H?C~?~j,F,NA
H?Cw~Dz,F,NA
H@C^?~N,F,NA
H?CX~Jx,F,NA
H?wOxnf,F,NA
H?F_xtz,F,NA
HF?HW~N,F,NA
H?C^`zl,F,NA
H?Cw~Ff,F,NA
H?CX~Hn,F,NA
H?F`o~N,F,NA
H?C^Hzj,F,NA
H?CX~G~,F,NA
H?CY~G~,F,NA
H?CX~`n,F,NA
H?C^Kxz,F,NA
H?Cw~Fz,F,NA
H?F_xvz,F,NA
H?CX~Jn,F,NA
H?CX~H~,F,NA
H?F`o~^,F,NA
H?CX~bn,F,NA
H?CX~J~,F,NA
H?PJti{,F,NA
H?CZvH{,F,NA
H?C\^`{,F,NA
H?PH~a{,T,"[2.0, 4.0, 2.0, 2.0, 4.0, 4.0, 3.0, 4.0, 2.0]"
H?DwvFb,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?[OzNd,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
H?Dg~bb,F,NA
H?WWzNp,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?C^bXl,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0]"
H?Gnay\,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0]"
H?CZrNd,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
H?CZtNd,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
HJ?B[yN,T,"[2.0, 3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?CXZve,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 4.0]"
H?CZZNp,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
H?C^K\x,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0]"
H?C\ZNp,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
H?CWzve,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
H?CXZ^q,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 4.0]"
H?C]X^p,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0, 4.0]"
H?CZvJ{,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0]"
H?[O~Jf,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZvH|,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0]"
H?C\vH|,F,NA
H?WW~bf,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 2.0]"
H?C^Rjl,F,NA
H?C^bX|,F,NA
H?C^bY|,F,NA
H?C^bZl,F,NA
H?CZvJf,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZnPn,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0]"
H?C^Lpn,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0]"
H?CZ^bf,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZ^_~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZ^`n,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0]"
H?C^Mo~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0]"
H?CZ^an,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0]"
H?CZvJ|,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?C^bZ|,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0]"
H?CZnRn,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZ^`~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0]"
H?CZ^a~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0]"
H?CZ^bn,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZ^b~,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 6.0]"
H?wO~Ns,F,NA
H?aJjt{,F,NA
H?CZvNk,F,NA
H?]Bk^t,F,NA
H?`rs\|,F,NA
H_@xuMz,F,NA
H?C^NX},F,NA
H?C^NZy,F,NA
H?]CZlv,F,NA
H_?}Juz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?F_zvj,F,NA
H?wO~Nt,F,NA
H?aJjt|,F,NA
H?C^NVt,F,NA
H?F_~S~,F,NA
H?C^Jvl,F,NA
H?FfO~|,F,NA
H?wO~Nv,F,NA
H?`sZt~,F,NA
H_?}Ju~,F,NA
H?C^NX~,F,NA
H?C^NZz,F,NA
H?F_~V~,F,NA
H?C^Jzw,F,NA
H?CZ~Jh,F,NA
H?CZzZp,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C\zZp,F,NA
H?F_zvy,F,NA
H?Dw~Fj,F,NA
H?CZ~H|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?C\~H|,F,NA
H?CZ~bl,F,NA
H?F_ztz,F,NA
H?F_zuz,F,NA
H?C^Jzx,F,NA
H?C^Jxz,F,NA
H?C^Jyz,F,NA
H?CZ~J|,F,NA
H?F_zvz,F,NA
H?C^Jzn,F,NA
H?C^Jx~,F,NA
H?C^Jy~,F,NA
H?C^Jzz,F,NA
H?C^Jz~,F,NA
H?{OnNe,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 2.0, 3.0]"
H?C^vJd,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?CZ^re,F,NA
H?C^fZe,F,NA
H?CX~re,F,NA
H?CZ^fk,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?C^fZ{,T,"[2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 4.0, 4.0, 2.0]"
H?C^vJl,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^vH|,F,NA
H?C^fZm,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0, 2.0]"
H?{OnNf,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^Nr},T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^fZ|,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^Nrn,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^Np~,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 6.0]"
H?C^fZn,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^Nr~,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0]"
H_?x}Nx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?`sZtv,F,NA
H?C^Jzf,F,NA
H?C^Nrf,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H_B@x{~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?PH|mv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?CX~Nf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?CZvNf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H_?}H~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]"
H?aJjl~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?C^NL~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?C^NNz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?C^NN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0]"
H?Dg~Ny,F,NA
H?PH|m|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?PLlw~,F,NA
H?C^J^t,F,NA
H?C^Jxn,F,NA
H?F_z]z,F,NA
H?C^J^x,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0]"
H?PHx}v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?Gmi}^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0]"
H?CZZnf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CZl^f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CXz^f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CZj^j,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?C^M[~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0]"
H?C\Zvf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?Dg~Nz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?C^J^|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
H?PLh}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0]"
H?CZ^Nv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?CZ^L~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?C^L\~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0]"
H?CZ^Vv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?CZ^N~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H?C^NV{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
H?C^Vjf,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
H?C^Jzj,F,NA
H?aJrlv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?PH|mz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?CZnVf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
Hw?@y}^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?CX~Nj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?C^NV|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
H?aJjt~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?C^VNv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?C^NT~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?C^NV~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0]"
H?CX~N{,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0]"
H?CX~Nl,F,NA
H?CXzzf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?Cw~NZ,F,NA
H?CX~Zr,F,NA
H?C^H||,F,NA
H?F_zu^,F,NA
H?C^H~x,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0]"
H?CXx~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CXy~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CX~N|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?C^H~|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
H?C^H~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0]"
H?CX~L~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?C^K|~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0]"
H?CX~fn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?C^H~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 5.0]"
H?CZ^f{,F,NA
H?CZnVl,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?CZZzr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?CZ^fl,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?C^b^l,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0]"
H?CXzvf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CZZ^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?C^Ju^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0]"
H?CZ\^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?CZ^f|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?C^Jv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
