graph6string,levelable,minimized solution
H@_QJ]},F,NA
HIA?p~m,F,NA
H`?OZ]},F,NA
HA_aH{~,F,NA
H_G_i}^,F,NA
H@Q?rln,F,NA
H_GOZuv,F,NA
HA__h|n,F,NA
H@_QH|n,F,NA
HIA?r[~,F,NA
H`?OX|n,F,NA
H@Q?l\^,F,NA
H`?OZ]^,F,NA
H_C_j]^,F,NA
H`G?\l^,F,NA
HG__i~},F,NA
HCOcH|~,F,NA
H@Q?r^v,F,NA
HG__i|~,F,NA
HCOHJm~,F,NA
H@_QJ]~,F,NA
HIA?p~n,F,NA
H`?OZ]~,F,NA
HG__i~~,F,NA
H_H?k{},F,NA
H`?IH{},F,NA
H@Q?l\y,F,NA
H@Q?Zuu,F,NA
HA__X|u,F,NA
HAI?l\],F,NA
H?Y@dl],F,NA
H`?O][},F,NA
H@_IH|u,F,NA
HGAOrtm,F,NA
H@AIRuu,F,NA
H`?KH|},F,NA
HGE?Zvu,F,NA
HA_HJm},F,NA
HG_OZl},F,NA
H@_IJm},F,NA
HGAOrvm,F,NA
H_H?k{~,F,NA
H`?IH{~,F,NA
H@Q?l\z,F,NA
H@Q?Zuv,F,NA
HA__X|v,F,NA
HAI?l\^,F,NA
H?Y@dl^,F,NA
H`?O][~,F,NA
H@_IH|v,F,NA
HGAOrtn,F,NA
H@AIRuv,F,NA
HG_OZn},F,NA
H`?KH|~,F,NA
HGE?Zvv,F,NA
HA_HJm~,F,NA
HG_OZl~,F,NA
H@_IJm~,F,NA
HGAOrvn,F,NA
HG_OZn~,F,NA
HAGcI}],F,NA
H_D@H}],F,NA
H@PCH{},F,NA
H@Q?j]y,F,NA
H@Q?Zmy,F,NA
HGE?Ztu,F,NA
HAI?j]],F,NA
H@OSH|m,F,NA
H@IAS|u,F,NA
H_C_m[},F,NA
H@OKH|u,F,NA
H@AITtu,F,NA
H@PCJs},F,NA
H@aAH|},F,NA
HGE?Zny,F,NA
H@OSJ]},F,NA
H@OKJm},F,NA
HGCKJl},F,NA
H@PCH~y,F,NA
HAGcI}^,F,NA
H_D@H}^,F,NA
H@PCH{~,F,NA
H@Q?j]z,F,NA
H@Q?Zmz,F,NA
HGE?Ztv,F,NA
HAI?j]^,F,NA
H@OSH|n,F,NA
H@IAS|v,F,NA
H_C_m[~,F,NA
H@OKH|v,F,NA
H@AITtv,F,NA
H@PCJs~,F,NA
HGCKJn},F,NA
H@aAH|~,F,NA
HGE?Znz,F,NA
H@OSJ]~,F,NA
H@OKJm~,F,NA
HGCKJl~,F,NA
H@PCH~z,F,NA
HGCKJn~,F,NA
HCQ@H|y,F,NA
H`@?X}y,F,NA
H@aAH|y,F,NA
H`AAP{},F,NA
HBHC@~M,F,NA
H@PCH~w,F,NA
H@PCJyy,F,NA
HGAKbxy,F,NA
H?d@`~e,F,NA
H@IAP~U,F,NA
H?YA`}u,F,NA
H`G?X~U,F,NA
H@AIP~q,F,NA
H@BAP}y,F,NA
H@@M@}y,F,NA
HGa?jt},F,NA
HgCc@~],F,NA
HIA?t\},F,NA
HGAOvT},F,NA
H@PCLt},F,NA
HGASRt},F,NA
HCQ@H|z,F,NA
H`@?X}z,F,NA
H@aAH|z,F,NA
H`AAP{~,F,NA
HBHC@~N,F,NA
H@PCH~x,F,NA
H@PCJyz,F,NA
HGAKbxz,F,NA
H?d@`~f,F,NA
H@IAP~V,F,NA
H?YA`}v,F,NA
H`G?X~V,F,NA
H@AIP~r,F,NA
H@BAP}z,F,NA
H@@M@}z,F,NA
HK_?Zn},F,NA
HGa?jt~,F,NA
HgCc@~^,F,NA
HIA?t\~,F,NA
HGAOvT~,F,NA
H@PCLt~,F,NA
HGASRt~,F,NA
HK_?Zn~,F,NA
HA?kP{},F,NA
HC?iP|],F,NA
HO?YP|],F,NA
HG?[P|],F,NA
H_GOZ]],F,NA
HCOHH~u,F,NA
H@OSH~m,F,NA
HC?iP|},F,NA
HA?kP|},F,NA
H@`?Y}},F,NA
H?Ot@~],F,NA
H_GGi}},F,NA
HA?kP{~,F,NA
HC?iP|^,F,NA
HO?YP|^,F,NA
HG?[P|^,F,NA
H_GOZ]^,F,NA
HA?kP~},F,NA
HCOHH~v,F,NA
H@OSH~n,F,NA
HC?iP|~,F,NA
HA?kP|~,F,NA
H@`?Y}~,F,NA
H?Ot@~^,F,NA
H_GGi}~,F,NA
HA?kP~~,F,NA
H?_q`|m,F,NA
H?`R@{},F,NA
H_?XP|u,F,NA
H@@KUk},F,NA
H_?grm],F,NA
H_?ha}],F,NA
HIA?r]},F,NA
H?_qb\},F,NA
H?_rA}},F,NA
H?`R@}},F,NA
H_?XRm},F,NA
H?_q`|n,F,NA
H?`R@{~,F,NA
H_?XP|v,F,NA
H@@KUk~,F,NA
H_?grm^,F,NA
H_?ha}^,F,NA
H?_qb^},F,NA
HIA?r]~,F,NA
H?_qb\~,F,NA
H?_rA}~,F,NA
H?`R@}~,F,NA
H_?XRm~,F,NA
H?_qb^~,F,NA
H`?OX~m,F,NA
H_?XP|},F,NA
H_GGh~],F,NA
H_?XP~u,F,NA
H_?XP~},F,NA
H`?OX~n,F,NA
H_?XP|~,F,NA
H_GGh~^,F,NA
H_?XP~v,F,NA
H_?XP~~,F,NA
H@@KQ{},F,NA
H_C_][},F,NA
H@@KP{},F,NA
H@OKH~u,F,NA
H@Q?X~],F,NA
H@@KP|},F,NA
H@@KP~u,F,NA
H@@KQ{~,F,NA
H_C_][~,F,NA
H@@KP{~,F,NA
H@@KP~},F,NA
H@OKH~v,F,NA
H@Q?X~^,F,NA
H@@KP|~,F,NA
H@@KP~v,F,NA
H@@KP~~,F,NA
H?Y@bm],F,NA
H@IATl],F,NA
H?Os`|m,F,NA
H@AIRm],F,NA
H?JCa{},F,NA
H_?guk},F,NA
H@@KP|u,F,NA
H@@M@{},F,NA
H?DdA}],F,NA
HGAOr^y,F,NA
H@PCJu},F,NA
H?OtA}},F,NA
HG?[b\},F,NA
H@AIRm},F,NA
H@@M@}},F,NA
H?Y@bm^,F,NA
H@IATl^,F,NA
H?Os`|n,F,NA
H@AIRm^,F,NA
H?JCa{~,F,NA
H_?guk~,F,NA
H@@KP|v,F,NA
H@@M@{~,F,NA
H?DdA}^,F,NA
HG?[b^},F,NA
HGAOr^z,F,NA
H@PCJu~,F,NA
H?OtA}~,F,NA
HG?[b\~,F,NA
H@AIRm~,F,NA
H@@M@}~,F,NA
HG?[b^~,F,NA
HG_SJ|},F,NA
H_C_^vu,F,NA
HG__j~],F,NA
HG_OZ~u,F,NA
HGCKJ~u,F,NA
HK_?^l},F,NA
H`?Gn^},F,NA
HG_SJ|~,F,NA
H_C_^vv,F,NA
HG__j~^,F,NA
HG_OZ~v,F,NA
HGCKJ~v,F,NA
HK_?^l~,F,NA
H`?Gn^~,F,NA
HCH?Z|},F,NA
H_?XR}},F,NA
HCH?Z~},F,NA
HCH?Z|~,F,NA
H_?XR}~,F,NA
HCH?Z~~,F,NA
HA?kT|},F,NA
HGCKJ|},F,NA
H@@KR}},F,NA
HGCKJ~},F,NA
HA?kT|~,F,NA
HGCKJ|~,F,NA
H@@KR}~,F,NA
HGCKJ~~,F,NA
H?_qb~m,F,NA
HG?[R~u,F,NA
HGAKb|},F,NA
H_?XVn},F,NA
H?_qb~n,F,NA
HG?[R~v,F,NA
HGAKb|~,F,NA
H_?XVn~,F,NA
H_C_^~},F,NA
H_C_^~~,F,NA
H?T@hiJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@CaYYp,F,NA
HGH?wyR,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HBWXAEF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?KrAYR,F,NA
HAO_xqF,F,NA
HGCPYYR,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@CaYYr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?X@hiZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@Ta?]r,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H@GIiiN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@D_ZEZ,F,NA
H?KaiiN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@X@GuV,F,NA
HGGWqMV,F,NA
HGTP?]r,F,NA
H@HOrEN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HAGYHeN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@P?xYN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@P?xYr,F,NA
H@H?yqf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGCHiiN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HHO?wzf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@GQYYv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HAOhOmv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HBH@GvN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?WpaM^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@CaYY^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@OXQMv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@OPZI^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCPYY^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@P?xZr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HI?WpNn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@CaYY~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HAChQM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGCiOnv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@P?xZ~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?P@xy[,F,NA
H?LKkhb,F,NA
H?SpbMM,F,NA
H?CxspF,F,NA
H?H[spf,F,NA
H?Kq\D\,F,NA
H?KrC\],F,NA
H@CkiVd,F,NA
H?Wpc^U,F,NA
H?HYsov,F,NA
H?TPc[},F,NA
H@EHQnM,F,NA
H@EKQlm,F,NA
H?Kq[c|,F,NA
H@CjSL\,F,NA
HCChQlm,F,NA
H@GYTL],F,NA
HAChSlm,F,NA
H@G[qNd,F,NA
H@OP\ZU,F,NA
H?TS`[n,F,NA
H?Kr?}N,F,NA
H?gpalN,F,NA
HCDIP[v,F,NA
HAChP]V,F,NA
H@_XItf,F,NA
H?Kq\F\,F,NA
H?H[spv,F,NA
H?Kq[d|,F,NA
H?Kqc\},F,NA
H@CiLV],F,NA
HAChSnm,F,NA
H?Kqc^N,F,NA
H?KtA\^,F,NA
H?KrC\^,F,NA
H@G[bNN,F,NA
H?gpa^V,F,NA
H?TS`[~,F,NA
H?TPc[~,F,NA
H@O_{zN,F,NA
H@P?{yn,F,NA
H?Ksa[~,F,NA
H@CkQln,F,NA
HCChQln,F,NA
H@CiSln,F,NA
HAChSln,F,NA
H@G[Ivf,F,NA
H@_XIvf,F,NA
H?Kq[f|,F,NA
H?KtA^^,F,NA
H?eQ`\~,F,NA
H?Ksa\~,F,NA
H?Kqc\~,F,NA
H@CkQnn,F,NA
HCChQnn,F,NA
H?Ksa^~,F,NA
H?HYpqF,F,NA
H?KZJIR,F,NA
H?CzRQV,F,NA
H?KqZE\,F,NA
HI?Xa]m,F,NA
HI?WrMm,F,NA
H?HYpqV,F,NA
HACpYYj,F,NA
H@GqYYZ,F,NA
H@CiJU],F,NA
HAChQmm,F,NA
HI?x_^J,F,NA
HAHWpNb,F,NA
H?TP`]N,F,NA
H@HIPmV,F,NA
H@GYbMN,F,NA
H?Wpa]V,F,NA
H@X?ZeV,F,NA
H@DHQmN,F,NA
H@DIPmN,F,NA
H@OYHuf,F,NA
H@GYIuf,F,NA
H@OXIuf,F,NA
H@P?xzb,F,NA
H?DjQqv,F,NA
H?Gyqqv,F,NA
H?KqYe|,F,NA
H@PghVZ,F,NA
H@P@Xz],F,NA
H?Lb?}^,F,NA
H?KrA]^,F,NA
HGOgqmv,F,NA
HI?WrMn,F,NA
H?TP`]^,F,NA
HACiPmn,F,NA
H@HIPm^,F,NA
H@CiQmn,F,NA
HAChQmn,F,NA
HI?oXvN,F,NA
H@OXIvf,F,NA
H?HYprv,F,NA
H?Spa^n,F,NA
H?LQ`]~,F,NA
H?Kqa]~,F,NA
HGD@Xz^,F,NA
HGCPZZ^,F,NA
H?TP`^~,F,NA
HBX?Kmi,F,NA
H@CYXZB,F,NA
H@CXYVD,F,NA
H?gqlD\,F,NA
H@G[eLm,F,NA
HGOgslu,F,NA
HC_XRLu,F,NA
HHS?]Mu,F,NA
HAW_]eu,F,NA
H@EHUL],F,NA
HACiTK},F,NA
HGcYPMV,F,NA
HC_XJdm,F,NA
H@_jcL\,F,NA
H@GYUK},F,NA
H@E@]X],F,NA
H@G[Mdm,F,NA
H@__}Xu,F,NA
HACa\W},F,NA
HI?o\T],F,NA
HGCo^D],F,NA
H?cbkhl,F,NA
H@_Jkhl,F,NA
H@P?|re,F,NA
H@DHUMV,F,NA
H?Wr?}V,F,NA
HGHGsmV,F,NA
H?i`alZ,F,NA
H@HITeV,F,NA
H@GY`^F,F,NA
H@HGuMV,F,NA
H@CiKvb,F,NA
H@IOrVF,F,NA
HAOXPmf,F,NA
HHS?XnF,F,NA
HAW_XnR,F,NA
H@i?ZdV,F,NA
HBX?Kmj,F,NA
H@DHO~F,F,NA
HGOP[yN,F,NA
H@H?}iN,F,NA
HAG_}iN,F,NA
H@OYH]r,F,NA
HOCci\\,F,NA
H@a?zhj,F,NA
H@CiG~J,F,NA
H@GYH^R,F,NA
H@OghnJ,F,NA
H?L@miN,F,NA
H@OgmUV,F,NA
H@I?zVT,F,NA
H@OJG}t,F,NA
H@P?zMx,F,NA
H@@Itqf,F,NA
HGOgsnu,F,NA
HCCkRL},F,NA
H@G[MT},F,NA
H@OgmT},F,NA
HCCcZX},F,NA
HI?o\V],F,NA
HGCo^F],F,NA
H?gtAl^,F,NA
H@G[eLn,F,NA
HGOgslv,F,NA
HC_XRLv,F,NA
HIK?[nf,F,NA
H@X?\fV,F,NA
H@O_}Y^,F,NA
HACiTK~,F,NA
HGOgsm^,F,NA
HC_XJTv,F,NA
H@_[Jdn,F,NA
H@GYUK~,F,NA
H@HGuM^,F,NA
H@G[MTv,F,NA
H@_gmTv,F,NA
HACa\W~,F,NA
HI?o[tn,F,NA
H@OgmTv,F,NA
H?gTJh^,F,NA
H@_LJh^,F,NA
HAH?|Zr,F,NA
H@OgmV},F,NA
HGOgsnv,F,NA
HCCkRL~,F,NA
H@G[UL~,F,NA
HGOP[x~,F,NA
HCCcZX~,F,NA
HI?o[vn,F,NA
H@OgmVv,F,NA
HGOP[z~,F,NA
H@HQc]M,F,NA
H@CYYYb,F,NA
H@CiYYR,F,NA
H@HISmu,F,NA
H?gpeL],F,NA
HI?WtLm,F,NA
H@X?]eu,F,NA
HC_hQlu,F,NA
H@EKRL],F,NA
H@HISk},F,NA
H@_isLt,F,NA
H@a@Yx],F,NA
HAChUK},F,NA
H@_P^H],F,NA
HGCTYY\,F,NA
H@OgnD],F,NA
HAGa[w},F,NA
HAO_|re,F,NA
H@_a{hl,F,NA
H@DITMV,F,NA
H@HISmV,F,NA
H?Wp_~F,F,NA
H@IOq^b,F,NA
HGGWuMV,F,NA
HAOhPmV,F,NA
H@DIO}f,F,NA
HAG_}YV,F,NA
HOCP]XN,F,NA
H@Ogg~b,F,NA
HGCQW}l,F,NA
H@I?zNX,F,NA
HGCgmUV,F,NA
HI?WtNm,F,NA
H@EKRL},F,NA
HCChUL},F,NA
H@P@[x},F,NA
H@OgnF],F,NA
HCGa{X|,F,NA
H@HISmv,F,NA
H?gpeL^,F,NA
HI?WtLn,F,NA
HAW_\fV,F,NA
HC_hQlv,F,NA
H@P?|Y^,F,NA
H@HISk~,F,NA
H@_[JTv,F,NA
H@P@[y^,F,NA
HAChUK~,F,NA
H@_XMdn,F,NA
H__WrK~,F,NA
HAGXMTv,F,NA
HAGa[w~,F,NA
H@P?|Zr,F,NA
H@_TJX^,F,NA
H@P@[z},F,NA
HI?WtNn,F,NA
H@IKQl~,F,NA
HCChUL~,F,NA
HGCP]X~,F,NA
HAGXMVv,F,NA
HCGcYx~,F,NA
HGCP]Z~,F,NA
H?CxqMh,F,NA
H?ShhjB,F,NA
H?KxaUF,F,NA
H?OxhrB,F,NA
H?GxqrF,F,NA
H?Cxt`N,F,NA
H@GgyrF,F,NA
HBCHXZF,F,NA
H?GxspV,F,NA
H@GXqNL,F,NA
HACpXZJ,F,NA
H?KxcTV,F,NA
HGCPxY\,F,NA
H?KxaVF,F,NA
HA?xXrJ,F,NA
HB?hO}N,F,NA
HAChPmN,F,NA
HA?xPuN,F,NA
H?CxrbN,F,NA
H?GxqrV,F,NA
H@Ko\D^,F,NA
H?KxaVV,F,NA
HGCPxZ\,F,NA
H?Kr?~N,F,NA
H?Kt?|^,F,NA
H@GZ?~N,F,NA
HB?hO~N,F,NA
H?Ks`\^,F,NA
H@GYPnN,F,NA
HAChPnN,F,NA
H?KsPl^,F,NA
HGCPXy^,F,NA
H?KqPnN,F,NA
HA?xPvN,F,NA
H@KoZF^,F,NA
H?Kr?~^,F,NA
H?Kq`^^,F,NA
H?Kt?|~,F,NA
H?KqPn^,F,NA
HGCPXz^,F,NA
H?Kr?~~,F,NA
H@ChYMX,F,NA
H?CxqiJ,F,NA
H?_pqlk,F,NA
H?PHxqT,F,NA
H?OxbMY,F,NA
H?IQ{pd,F,NA
H@G[iVd,F,NA
H@GY\D\,F,NA
H@GZC\],F,NA
H@EHYjJ,F,NA
H@CkYfd,F,NA
H@W_k^U,F,NA
H@GZSL\,F,NA
H@CiTL],F,NA
H@E@YzM,F,NA
H@CkqNd,F,NA
H@O_|ZU,F,NA
H?KqkS|,F,NA
H?LYcSv,F,NA
H?KrSL\,F,NA
HC?hqxm,F,NA
H?Sick},F,NA
H?KqTL],F,NA
HA?xStm,F,NA
H?H[kpj,F,NA
H@AI{pl,F,NA
H?OptZU,F,NA
H@G[a\f,F,NA
H@GZ?}N,F,NA
H@Cka\N,F,NA
H@G\A\V,F,NA
H@g_ilN,F,NA
H@GYG}j,F,NA
H@_gitf,F,NA
HA?hp]\,F,NA
HC@Ip[|,F,NA
H?_xatf,F,NA
H@GY\F\,F,NA
H@GYLV],F,NA
H?KqsL|,F,NA
H?KqSl},F,NA
H?LKkpv,F,NA
H?KqLV],F,NA
HA?hszm,F,NA
H@G[a^f,F,NA
H@G\A\^,F,NA
H@GZC\^,F,NA
H@HOs^N,F,NA
H@G\A^V,F,NA
H@g_i^V,F,NA
H@G[Qln,F,NA
H@GYSln,F,NA
H@HGsnN,F,NA
H@G[JVV,F,NA
H@_givf,F,NA
H?KsQk~,F,NA
H?TSPk~,F,NA
H?KsQln,F,NA
HC?xQtn,F,NA
H?Sick~,F,NA
H?KqSln,F,NA
HA?xStn,F,NA
H?_xavN,F,NA
H@OIkyn,F,NA
H?_xavf,F,NA
H?KqkV|,F,NA
H@G\A^^,F,NA
H@G[Qnn,F,NA
H?KsQl~,F,NA
H?KqSl~,F,NA
H?dK`l~,F,NA
H?KsQnn,F,NA
HC?xQvn,F,NA
H?KsQn~,F,NA
HGGWsnE,F,NA
HACXXYb,F,NA
HGCPY][,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCWpmM,F,NA
H?_pq\s,F,NA
H?Oxa]q,F,NA
HG?[|HX,F,NA
H?SpdNM,F,NA
HD?hQ\],F,NA
HB?hS\],F,NA
H@S_lNM,F,NA
HH_GwzF,F,NA
HCChRL],F,NA
HAChTL],F,NA
H@O_|jM,F,NA
HGcWqMf,F,NA
HGCP[w},F,NA
HC?hrX],F,NA
HOCPYx],F,NA
HA?xTT],F,NA
HGCQ[w},F,NA
H?OptjM,F,NA
HGAWyqj,F,NA
HP?Wq\N,F,NA
HB?hS^],F,NA
HAChTN],F,NA
HOCPYx},F,NA
HGCP[x},F,NA
HA?htZ],F,NA
HKCWqMn,F,NA
H?gpanN,F,NA
HD?hQ\^,F,NA
HB?hS\^,F,NA
H@g_inN,F,NA
HP?Wq^N,F,NA
HCChRL^,F,NA
HAChTL^,F,NA
H@_gjfN,F,NA
H__Wpln,F,NA
HGCP[w~,F,NA
HC?xRT^,F,NA
HP?Wq\^,F,NA
HA?xTT^,F,NA
HGCQ[w~,F,NA
H?_xbfN,F,NA
HO?wqvN,F,NA
HGCP[z},F,NA
HD?hQ^^,F,NA
HCChRN^,F,NA
HOCPYx~,F,NA
HGCP[x~,F,NA
HC?xRV^,F,NA
HGCQ[y~,F,NA
HGCP[z~,F,NA
H?GyiqJ,F,NA
H?CzJaJ,F,NA
HI?pO~M,F,NA
H@GYZE\,F,NA
HAChiYj,F,NA
HI@H_}m,F,NA
HIGiGmZ,F,NA
H@GYJU],F,NA
HACxIUj,F,NA
HI@X_]j,F,NA
HAHX_^b,F,NA
H?KiiqV,F,NA
H?KqJU],F,NA
HA?hqym,F,NA
H?CzRIZ,F,NA
H@?yZQZ,F,NA
HG?zOvT,F,NA
H@GYa]f,F,NA
H@X?XnR,F,NA
H@Cia]N,F,NA
H@GZA]V,F,NA
H@W_i]V,F,NA
H@WIHmV,F,NA
HHP?XmZ,F,NA
H@CiIuN,F,NA
H@GYJUV,F,NA
H@Ogiuf,F,NA
H@OJHyV,F,NA
HAH?zYr,F,NA
H?HY`uN,F,NA
H@@IpyN,F,NA
H?Oxauf,F,NA
H@@YPuf,F,NA
H@OgzRV,F,NA
H@PhGvZ,F,NA
H?KqiU|,F,NA
H?Kiqiv,F,NA
H?DZJQz,F,NA
H@@JPz],F,NA
HGOgpnV,F,NA
H@GZA]^,F,NA
HACqP]n,F,NA
HI@H_}n,F,NA
HICGjMn,F,NA
H@GYQmn,F,NA
HACaXyn,F,NA
HI?oYun,F,NA
H@Ogivf,F,NA
H?Si`m^,F,NA
H?KqQmn,F,NA
HA?xQun,F,NA
H?Dj@u^,F,NA
H@@JPy^,F,NA
HG?wrVV,F,NA
H?Kiirv,F,NA
HAL?h^n,F,NA
HGGQXz^,F,NA
H?KqQm~,F,NA
H?HY`u~,F,NA
H?KqIvn,F,NA
HGKOZN^,F,NA
H?Si`n~,F,NA
HAOhhiJ,F,NA
H?OpriM,F,NA
H?OxjaJ,F,NA
HI?Wp^e,F,NA
HB?hQ]],F,NA
HIGXG^R,F,NA
HI?XXYZ,F,NA
HAChRM],F,NA
HGDX_^b,F,NA
HAKhQMV,F,NA
HA?hrY],F,NA
HGCPyY\,F,NA
HG?yovd,F,NA
HA?xZQZ,F,NA
H?WpamN,F,NA
H@W_imN,F,NA
HH?Wq]N,F,NA
H@OgjeN,F,NA
HGCQXyN,F,NA
H?OxbeN,F,NA
HG?YpyN,F,NA
HB?iYYz,F,NA
H@PAxY|,F,NA
HGCPYy},F,NA
H@@IzQ|,F,NA
HGCPyY|,F,NA
HI?Wp^f,F,NA
HB?hQ]^,F,NA
HICGh^f,F,NA
HI?hO}^,F,NA
HAChRM^,F,NA
HGCoYvf,F,NA
HAGaXy^,F,NA
HA?xRU^,F,NA
HGCQXy^,F,NA
HG?wqvf,F,NA
HA?jPy^,F,NA
HGCPyZ|,F,NA
HICOX^n,F,NA
HGCPYzn,F,NA
HGCPYy~,F,NA
HGKOYnn,F,NA
HGCQXy~,F,NA
HGCQXz~,F,NA
HBX?Kue,F,NA
H@P?x^o,F,NA
H?Ciyqd,F,NA
H?G]PnK,F,NA
H?CZZQT,F,NA
H?CjJiY,F,NA
H?ESrLk,F,NA
HIK?]Mu,F,NA
H@G\EL],F,NA
HI?qS[},F,NA
H?cjKdt,F,NA
HHP?\e],F,NA
H@G[ND],F,NA
HI?o]S},F,NA
H?cb[ht,F,NA
H@P?~am,F,NA
H?KqUK},F,NA
H?Q[bS},F,NA
H?_puXu,F,NA
H?DjCs},F,NA
HG?wvD],F,NA
H?C}MOz,F,NA
H@@\aUl,F,NA
H@GYKvb,F,NA
HIK?XnF,F,NA
H?i_jdZ,F,NA
HBX?Kuf,F,NA
H@GZ?~F,F,NA
H?LHeMV,F,NA
H@I_qvF,F,NA
H?WZ@mV,F,NA
HHP?W}r,F,NA
HB@_s]N,F,NA
H@@iTeZ,F,NA
H@GYG~b,F,NA
H?L@mYV,F,NA
H@I?yvd,F,NA
H?WRHm\,F,NA
H@P?x^p,F,NA
H?HQtYr,F,NA
H?HY_}j,F,NA
H?Ox`nJ,F,NA
H?KqMUN,F,NA
H@@Is]t,F,NA
H@@YP]r,F,NA
H?Dbc]\,F,NA
HI?qS]},F,NA
HI?o]U},F,NA
H?KsMT},F,NA
H?DjCt},F,NA
H?D\LPz,F,NA
HG?wvF],F,NA
HBW?[nf,F,NA
H@G\EL^,F,NA
HI?qS[~,F,NA
H?g\Alv,F,NA
HHP?\e^,F,NA
H@G[ND^,F,NA
HI?o]S~,F,NA
H?gTIxv,F,NA
HAO_~Iz,F,NA
H?KqUK~,F,NA
H?_xeT^,F,NA
H?_xeTv,F,NA
H?DjCs~,F,NA
HG?wvD^,F,NA
H?X_sm^,F,NA
H@@YTen,F,NA
H?DjCv},F,NA
HI?qS]~,F,NA
HI?o]U~,F,NA
H?KsUL~,F,NA
H?KqMT~,F,NA
H?ElAt~,F,NA
HG?wvF^,F,NA
H?KqMV~,F,NA
HAH@W~o,F,NA
H?OhxjP,F,NA
H?HKkxq,F,NA
HGAO|T[,F,NA
H?CZJii,F,NA
H?OhjiY,F,NA
H?IIkts,F,NA
H@X?[nq,F,NA
H@g_mL],F,NA
HICGlLm,F,NA
H@gIkLt,F,NA
HHP?[uu,F,NA
HCgHIlu,F,NA
H@__~H],F,NA
H@OXND],F,NA
H@_J[ht,F,NA
HAH?~am,F,NA
H@_b[h\,F,NA
HA?xUS},F,NA
H@AKrX],F,NA
H?_pvH],F,NA
HG?\Yq\,F,NA
H@@JSw},F,NA
HG?wudm,F,NA
HA?jSw},F,NA
H@@\QUt,F,NA
H@AI|P\,F,NA
H?_q|`l,F,NA
H@IGrNR,F,NA
H@a_jTZ,F,NA
H@W_g~F,F,NA
HAK_]MV,F,NA
H@I_q^R,F,NA
HGKO]MV,F,NA
HAWHHmV,F,NA
HBH?k]N,F,NA
H?m@alf,F,NA
H@OXG~b,F,NA
HAGo]UV,F,NA
H@I?y^p,F,NA
HGCo]UV,F,NA
H@ORH]\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
H@@Io}l,F,NA
H?Ox_~b,F,NA
