graph6 string,levelable,minimized solution
H?ABCr},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCr|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCrz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCrv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCr^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCp~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCr~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 6.0]"
H?ABAqo,F,NA
H?ABAqW,F,NA
H?ABAow,F,NA
H?ABAqc,F,NA
H?ABAqS,F,NA
H?ABAqa,F,NA
H?ABAqQ,F,NA
H?ABAoq,F,NA
H?ABAoY,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0]"
H?ABAqE,F,NA
H?ABAro,F,NA
H?ABArW,F,NA
H?ABAqw,F,NA
H?ABApw,F,NA
H?ABArc,F,NA
H?ABArS,F,NA
H?ABAqs,F,NA
H?ABAq[,F,NA
H?ABAra,F,NA
H?ABArQ,F,NA
H?ABAqq,F,NA
H?ABApq,F,NA
H?ABAqY,F,NA
H?ABApY,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABAoy,F,NA
H?ABArE,F,NA
H?ABAqe,F,NA
H?ABAqU,F,NA
H?ABAr`,F,NA
H?ABArP,F,NA
H?ABAqp,F,NA
H?ABApp,F,NA
H?ABAqX,F,NA
H?ABApX,F,NA
H?ABAox,F,NA
H?ABArD,F,NA
H?ABAqd,F,NA
H?ABAqT,F,NA
H?ABArB,F,NA
H?ABAqb,F,NA
H?ABApb,F,NA
H?ABAqR,F,NA
H?ABAqF,F,NA
H?ABArw,F,NA
H?ABArs,F,NA
H?ABAr[,F,NA
H?ABAq{,F,NA
H?ABArq,F,NA
H?ABArY,F,NA
H?ABAqy,F,NA
H?ABApy,F,NA
H?ABAre,F,NA
H?ABArU,F,NA
H?ABAqu,F,NA
H?ABAq],F,NA
H?ABArp,F,NA
H?ABArX,F,NA
H?ABAqx,F,NA
H?ABApx,F,NA
H?ABArd,F,NA
H?ABArT,F,NA
H?ABAqt,F,NA
H?ABAq\,F,NA
H?ABArb,F,NA
H?ABArR,F,NA
H?ABAqr,F,NA
H?ABApr,F,NA
H?ABAqZ,F,NA
H?ABApZ,F,NA
H?ABAoz,F,NA
H?ABArF,F,NA
H?ABAqf,F,NA
H?ABAqV,F,NA
H?ABAr{,F,NA
H?ABAry,F,NA
H?ABAru,F,NA
H?ABAr],F,NA
H?ABAq},F,NA
H?ABArx,F,NA
H?ABArt,F,NA
H?ABAr\,F,NA
H?ABAq|,F,NA
H?ABArr,F,NA
H?ABArZ,F,NA
H?ABAqz,F,NA
H?ABApz,F,NA
H?ABArf,F,NA
H?ABArV,F,NA
H?ABAqv,F,NA
H?ABAq^,F,NA
H?ABAr},F,NA
H?ABAr|,F,NA
H?ABArz,F,NA
H?ABArv,F,NA
H?ABAr^,F,NA
H?ABAq~,F,NA
H?ABAr~,F,NA
H?ABEJ_,F,NA
H?ABEJA,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEIa,F,NA
H?ABEGq,F,NA
H?ABEGY,F,NA
H?ABEIE,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEJo,F,NA
H?ABEJW,F,NA
H?ABEIw,F,NA
H?ABEHw,F,NA
H?ABEJc,F,NA
H?ABEJS,F,NA
H?ABEIs,F,NA
H?ABEI[,F,NA
H?ABEJa,F,NA
H?ABEJQ,F,NA
H?ABEIq,F,NA
H?ABEHq,F,NA
H?ABEIY,F,NA
H?ABEHY,F,NA
H?ABEGy,F,NA
H?ABEJE,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEIe,F,NA
H?ABEIU,F,NA
H?ABEJD,F,NA
H?ABEId,F,NA
H?ABEJw,F,NA
H?ABEJs,F,NA
H?ABEJ[,F,NA
H?ABEI{,F,NA
H?ABEJq,F,NA
H?ABEJY,F,NA
H?ABEIy,F,NA
H?ABEHy,F,NA
H?ABEJe,F,NA
H?ABEJU,F,NA
H?ABEIu,F,NA
H?ABEI],F,NA
H?ABEJp,F,NA
H?ABEJX,F,NA
H?ABEIx,F,NA
H?ABEHx,F,NA
H?ABEJd,F,NA
H?ABEJT,F,NA
H?ABEIt,F,NA
H?ABEI\,F,NA
H?ABEJb,F,NA
H?ABEJR,F,NA
H?ABEIr,F,NA
H?ABEHr,F,NA
H?ABEIZ,F,NA
H?ABEHZ,F,NA
H?ABEGz,F,NA
H?ABEJF,F,NA
H?ABEIf,F,NA
H?ABEIV,F,NA
H?ABEJ{,F,NA
H?ABEJy,F,NA
H?ABEJu,F,NA
H?ABEJ],F,NA
H?ABEI},F,NA
H?ABEJx,F,NA
H?ABEJt,F,NA
H?ABEJ\,F,NA
H?ABEI|,F,NA
H?ABEJr,F,NA
H?ABEJZ,F,NA
H?ABEIz,F,NA
H?ABEHz,F,NA
H?ABEJf,F,NA
H?ABEJV,F,NA
H?ABEIv,F,NA
H?ABEI^,F,NA
H?ABEJ},F,NA
H?ABEJ|,F,NA
H?ABEJz,F,NA
H?ABEJv,F,NA
H?ABEJ^,F,NA
H?ABEI~,F,NA
H?ABEJ~,F,NA
H?ABCjA,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCha,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCiQ,F,NA
H?ABChI,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCiE,F,NA
H?ABCjo,F,NA
H?ABCjg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjW,F,NA
H?ABChw,F,NA
H?ABCjc,F,NA
H?ABCjS,F,NA
H?ABCjK,F,NA
H?ABCi[,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCja,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjQ,F,NA
H?ABChq,F,NA
H?ABCjI,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABChi,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCiY,F,NA
H?ABChY,F,NA
H?ABCjE,F,NA
H?ABCiU,F,NA
H?ABCiM,F,NA
H?ABCj`,F,NA
H?ABCjD,F,NA
H?ABCiT,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCiL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjw,F,NA
H?ABCjs,F,NA
H?ABCjk,F,NA
H?ABCj[,F,NA
H?ABCjq,F,NA
H?ABCji,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjY,F,NA
H?ABChy,F,NA
H?ABCje,F,NA
H?ABCjU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjM,F,NA
H?ABCi],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjp,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjh,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjX,F,NA
H?ABChx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjd,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjT,F,NA
H?ABCjL,F,NA
H?ABCi\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjR,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABChr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABChj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCiZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABChZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCiV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCiN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCj{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABCjy,F,NA
H?ABCju,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjm,F,NA
H?ABCj],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCjl,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCj\,F,NA
H?ABCjr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABChz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCjf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCi^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCj},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCj|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCjz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCjv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCjn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCj^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABCj~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 6.0]"
H?ABEFo,F,NA
H?ABEFW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEw,F,NA
H?ABEDw,F,NA
H?ABEFc,F,NA
H?ABEFS,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEs,F,NA
H?ABEDs,F,NA
H?ABEE[,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABED[,F,NA
H?ABEC{,F,NA
H?ABEFE,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEEe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEF`,F,NA
H?ABEFP,F,NA
H?ABEEp,F,NA
H?ABEFD,F,NA
H?ABEEd,F,NA
H?ABEDd,F,NA
H?ABEET,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDT,F,NA
H?ABECt,F,NA
H?ABEFB,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEEb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEER,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEEF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEDF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABECf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABECV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEFw,F,NA
H?ABEFs,F,NA
H?ABEF[,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEE{,F,NA
H?ABED{,F,NA
H?ABEFq,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEFY,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEDy,F,NA
H?ABEFe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEFU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEDu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEE],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABED],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEC},F,NA
H?ABEFp,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEFX,F,NA
H?ABEEx,F,NA
H?ABEDx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEFd,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEFT,F,NA
H?ABEEt,F,NA
H?ABEDt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABEE\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABED\,F,NA
H?ABEC|,F,NA
H?ABEFb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEFR,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEEZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABECz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEFF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEEV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEDV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABECv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEC^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEF{,F,NA
H?ABEFy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEFu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEF],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEE},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABED},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEFx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEFt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEF\,F,NA
H?ABEE|,F,NA
H?ABED|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABEFr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEFZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEEz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEDz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEFf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEFV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEEv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEDv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEE^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABED^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEC~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEF},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEF|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?ABEFz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEFv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEF^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEE~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABED~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
H?ABEF~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 6.0]"
H?ABBFo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBFW,F,NA
H?ABBDw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBFc,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBFS,F,NA
H?ABBE[,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFa,F,NA
H?ABBFQ,F,NA
H?ABBDq,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBFE,F,NA
H?ABBEU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBFB,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBDb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBER,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBEF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBFw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBFs,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBF[,F,NA
H?ABBFq,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBFY,F,NA
H?ABBDy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBFe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?ABBFU,F,NA
H?ABBE],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFb,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBFR,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBDr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBEZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBDZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBEV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBF{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBFu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABBF],F,NA
H?ABBFr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBDz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABBFf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBE^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBF},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABBFz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABBFv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABBF^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ABBF~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 6.0]"
H?ABCfo,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?ABCfg,F,NA
H?ABCfW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCdw,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?ABCfc,F,NA
H?ABCfS,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCds,T,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?ABCfK,F,NA
H?ABCdk,F,NA
H?ABCe[,F,NA
H?ABCd[,F,NA
H?ABCfa,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCfQ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABCdq,F,NA
H?ABCfI,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCeY,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABCdY,F,NA
H?ABCfE,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCde,F,NA
H?ABCeU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
H?ABCdU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCeM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCdM,F,NA
H?ABCc],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?ABCf`,F,NA
H?ABCfP,F,NA
