graph6 string,levelable,minimized solution
G?rfd{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rff{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
G?rfV_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
G?rfVo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
G?rfVg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
G?rfUw,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
G?rfTw,F,NA
G?rfUs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfUk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
G?rfS{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
G?rfVw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
G?rfVs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfVk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
G?rfU{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfT{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfV{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 5.0]"
G?rev_,F,NA
G?revG,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?reug,F,NA
G?revo,F,NA
G?revg,F,NA
G?revW,F,NA
G?reuw,F,NA
G?retw,F,NA
G?reus,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?revw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?revs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?revk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rev[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?reu{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?ret{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rev{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
G?rdrW,F,NA
G?rdpw,F,NA
G?rdvo,T,"[2.0, 3.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]"
G?rdvg,F,NA
G?rdvW,F,NA
G?rduw,F,NA
G?rdtw,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0, 2.0]"
G?rdrw,F,NA
G?rdvc,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rdvS,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rdus,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdts,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdrs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdvK,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rduk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rdu[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rds{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rdq{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rdvw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rdvs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdvk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rdv[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdu{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdt{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdr{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdv{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
G?rfNo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rfNg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
G?rfMw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rfMk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
G?rfNw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rfNk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?rfM{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rfL{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rfN{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
G?reno,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?renW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?renw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?renk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?ren[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?rel{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
G?ren{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
G?rfvo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
G?rfuw,T,"[2.0, 2.0, 4.0, 2.0, 3.0, 4.0, 4.0, 4.0]"
G?rfvw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rfvs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rfu{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rfv{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
G?rfno,F,NA
G?rfnw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
G?rfns,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfnk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
G?rfn[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfm{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
G?rfn{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 5.0]"
G?rf^o,F,NA
G?rf^w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rf^s,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rf]{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rf^{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
G?re~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?re}{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?re~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
G?rd~o,F,NA
G?rd~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rd~s,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rd~k,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
G?rd~[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rd}{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rd|{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rdz{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
G?rd~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
G?rf~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
G?rf~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
G?qvF_,F,NA
G?qvFO,F,NA
G?qvBo,F,NA
G?qvFG,F,NA
G?qvBg,F,NA
G?qvEW,F,NA
G?qvDW,F,NA
G?qvBW,F,NA
G?qvAw,F,NA
G?qvFC,F,NA
G?qvEc,F,NA
G?qvES,F,NA
G?qvDS,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?qvBS,F,NA
G?qvCs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?qvAs,F,NA
G?qv@s,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?qvEK,F,NA
G?qvBK,F,NA
G?qvAk,F,NA
G?qv@k,F,NA
G?qvC[,F,NA
G?qvA[,F,NA
G?qv@[,F,NA
G?qv?{,F,NA
G?qvFo,F,NA
G?qvFg,F,NA
G?qvFW,F,NA
G?qvEw,F,NA
G?qvDw,F,NA
G?qvBw,F,NA
G?qvFc,F,NA
G?qvFS,F,NA
G?qvEs,F,NA
G?qvDs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?qvBs,F,NA
G?qvFK,F,NA
G?qvEk,F,NA
G?qvDk,F,NA
G?qvBk,F,NA
G?qvE[,F,NA
G?qvD[,F,NA
G?qvB[,F,NA
G?qvC{,F,NA
G?qvA{,F,NA
G?qv@{,F,NA
G?qvFw,F,NA
G?qvFs,F,NA
G?qvFk,F,NA
G?qvF[,F,NA
G?qvE{,F,NA
G?qvD{,F,NA
G?qvB{,F,NA
G?qvF{,F,NA
G?qtf_,F,NA
G?qtdo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
G?qtbo,F,NA
G?qtfG,F,NA
G?qtdg,F,NA
G?qteW,F,NA
G?qtdW,F,NA
G?qt`w,F,NA
G?qteK,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
G?qtbK,F,NA
G?qt`k,F,NA
G?qtc[,F,NA
G?qta[,F,NA
G?qt`[,F,NA
G?qtfo,F,NA
G?qtfg,F,NA
G?qtfW,F,NA
G?qtdw,F,NA
G?qtbw,F,NA
G?qtfK,F,NA
G?qtdk,F,NA
G?qtbk,F,NA
G?qte[,F,NA
G?qtd[,F,NA
G?qtb[,F,NA
G?qt`{,F,NA
G?qtfw,F,NA
G?qtfk,F,NA
G?qtf[,F,NA
G?qtd{,F,NA
G?qtb{,F,NA
G?qtf{,F,NA
G?qrf?,F,NA
G?qrd_,F,NA
G?qrf_,F,NA
G?qrfO,F,NA
G?qrdo,F,NA
G?qrfG,F,NA
G?qrdg,F,NA
G?qrbg,F,NA
G?qreW,F,NA
G?qrdW,F,NA
G?qrbW,F,NA
G?qr`w,F,NA
G?qreK,F,NA
G?qrdK,F,NA
G?qr`k,F,NA
G?qrc[,F,NA
G?qr`[,F,NA
G?qrfo,F,NA
G?qrfg,F,NA
G?qrfW,F,NA
G?qrdw,F,NA
G?qrbw,F,NA
G?qrfK,F,NA
G?qrdk,F,NA
G?qre[,F,NA
G?qrd[,F,NA
G?qr`{,F,NA
G?qrfw,F,NA
G?qrfk,F,NA
G?qrf[,F,NA
G?qrd{,F,NA
G?qrf{,F,NA
G?qvbo,F,NA
G?qvbg,F,NA
G?qvfo,F,NA
G?qvfg,F,NA
G?qvfW,F,NA
G?qvdw,F,NA
G?qvbw,F,NA
G?qvfc,F,NA
G?qvfS,F,NA
G?qvds,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
G?qvbs,F,NA
G?qvdk,F,NA
G?qve[,F,NA
G?qvd[,F,NA
G?qvb[,F,NA
G?qv`{,F,NA
G?qvfw,F,NA
G?qvfs,F,NA
G?qvfk,F,NA
G?qvf[,F,NA
G?qvd{,F,NA
G?qvb{,F,NA
G?qvf{,F,NA
G?qvRg,F,NA
G?qvPw,F,NA
G?qvVo,F,NA
G?qvVg,F,NA
G?qvVW,F,NA
G?qvUw,F,NA
G?qvTw,F,NA
G?qvRw,F,NA
G?qvVS,F,NA
G?qvUs,F,NA
G?qvTs,F,NA
G?qvT[,F,NA
G?qvS{,F,NA
G?qvVw,F,NA
G?qvVs,F,NA
G?qvVk,F,NA
G?qvV[,F,NA
G?qvU{,F,NA
G?qvT{,F,NA
G?qvR{,F,NA
G?qvV{,F,NA
G?qtrW,F,NA
G?qtpw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qtvo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qtvg,F,NA
G?qtvW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qttw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qtrw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qtts,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qtvw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qtvs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qtvk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qtv[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qtt{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qtr{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qtv{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 5.0]"
G?qrvG,F,NA
G?qrtg,F,NA
G?qrrg,F,NA
G?qruW,F,NA
G?qrtW,F,NA
G?qrrW,F,NA
G?qrpw,F,NA
G?qrvo,F,NA
G?qrvg,F,NA
G?qrvW,F,NA
G?qrtw,F,NA
G?qrrw,F,NA
G?qrvS,F,NA
G?qrts,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 3.0]"
G?qrrs,F,NA
G?qrtk,F,NA
G?qru[,F,NA
G?qrt[,F,NA
G?qrp{,F,NA
G?qrvw,F,NA
G?qrvs,F,NA
G?qrvk,F,NA
G?qrv[,F,NA
G?qrt{,F,NA
G?qrr{,F,NA
G?qrv{,F,NA
G?qvNo,F,NA
G?qvNg,F,NA
G?qvNW,F,NA
G?qvMw,F,NA
G?qvLw,F,NA
G?qvJw,F,NA
G?qvNc,F,NA
G?qvNS,F,NA
G?qvMs,F,NA
G?qvLs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qvJs,F,NA
G?qvNK,F,NA
G?qvMk,F,NA
G?qvNw,F,NA
G?qvNs,F,NA
G?qvNk,F,NA
G?qvN[,F,NA
G?qvM{,F,NA
G?qvL{,F,NA
G?qvJ{,F,NA
G?qvN{,F,NA
G?qtno,F,NA
G?qtnW,F,NA
G?qtlw,F,NA
G?qtnK,F,NA
G?qtlk,F,NA
G?qtjk,F,NA
G?qtm[,F,NA
G?qtnw,F,NA
G?qtnk,F,NA
G?qtn[,F,NA
G?qtl{,F,NA
G?qtj{,F,NA
G?qtn{,F,NA
G?qrno,F,NA
G?qrng,F,NA
G?qrnW,F,NA
G?qrlw,F,NA
G?qrjw,F,NA
G?qrnK,F,NA
G?qrm[,F,NA
G?qrnw,F,NA
G?qrnk,F,NA
G?qrn[,F,NA
G?qrl{,F,NA
G?qrn{,F,NA
G?qu^o,F,NA
G?qu^g,F,NA
G?qu^W,F,NA
G?qu\w,F,NA
G?quZw,F,NA
G?qu^S,F,NA
G?qu\s,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
G?qu^K,F,NA
G?qu][,F,NA
G?qu^w,F,NA
G?qu^s,F,NA
G?qu^k,F,NA
G?qu^[,F,NA
G?qu\{,F,NA
G?quZ{,F,NA
G?qu^{,F,NA
G?qvvo,F,NA
G?qvtw,F,NA
G?qvvw,F,NA
G?qvvs,F,NA
G?qvt{,F,NA
G?qvv{,F,NA
G?qvno,F,NA
G?qvnw,F,NA
G?qvns,F,NA
G?qvnk,F,NA
G?qvn[,F,NA
G?qvl{,F,NA
G?qvj{,F,NA
G?qvn{,F,NA
G?qv^o,F,NA
G?qv^w,F,NA
G?qv^s,F,NA
G?qv^[,F,NA
G?qv]{,F,NA
G?qv\{,F,NA
G?qv^{,F,NA
G?qt~w,F,NA
G?qt|{,F,NA
G?qt~{,F,NA
G?qr~o,F,NA
G?qr~w,F,NA
G?qr~s,F,NA
G?qr~[,F,NA
G?qr|{,F,NA
G?qrz{,F,NA
G?qr~{,F,NA
G?qv~w,F,NA
G?qv~{,F,NA
G?rNF_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNEo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNEc,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rN@s,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rN?{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNFo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNEw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNDw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNFc,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rNEs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNDs,F,NA
G?rNC{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rN@{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rNFw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNFs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rNE{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rND{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNF{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 5.0]"
G?rLeW,F,NA
G?rLdW,F,NA
G?rL`w,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 3.0]"
G?rLbc,F,NA
G?rLeS,F,NA
G?rLbS,F,NA
G?rL`s,F,NA
G?rLc[,F,NA
G?rLa[,F,NA
G?rL`[,F,NA
G?rLfo,F,NA
G?rLfW,F,NA
G?rLdw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
G?rLbw,F,NA
G?rLfc,F,NA
G?rLfS,F,NA
G?rLds,F,NA
G?rLbs,F,NA
G?rLe[,F,NA
G?rLd[,F,NA
G?rLb[,F,NA
G?rL`{,F,NA
G?rLfw,F,NA
G?rLfs,F,NA
G?rLf[,F,NA
G?rLd{,F,NA
G?rLb{,F,NA
G?rLf{,F,NA
G?rNfO,F,NA
G?rNeW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNfo,F,NA
G?rNfW,F,NA
G?rNdw,T,"[2.0, 3.0, 2.0, 2.0, 4.0, 4.0, 3.0, 4.0]"
G?rNfc,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNfS,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]"
G?rNe[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNfw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNfs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNf[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
G?rNd{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
G?rNf{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0]"
G?rNVg,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
G?rNUw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNUs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNUk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?rNVw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNVs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rNVk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?rNU{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNT{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?rNV{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 5.0]"
G?rM^w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rM\{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
G?rM^{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0]"
G?rNvg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNvw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNvs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNvk,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
G?rNv[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
G?rNv{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0]"
G?rN^w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0]"
G?rN]{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
G?rN^{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0]"
G?rL~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0]"
G?rL~s,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0]"
G?rL~[,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
G?rL|{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
G?rLz{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
G?rL~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0]"
G?rN~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0]"
G?rN~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0]"
G?qnBc,F,NA
G?qnAs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qn@s,F,NA
G?qn?{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qnFo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qnEw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qnBw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qnFc,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qnEs,F,NA
G?qnDs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qnBs,F,NA
G?qnC{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qnA{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qnFw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qnFs,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
G?qnE{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qnB{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
G?qnF{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 5.0]"
G?qmeW,F,NA
G?qmcw,F,NA
G?qmaw,F,NA
G?qmfC,F,NA
G?qmec,F,NA
G?qmdc,F,NA
G?qmbc,F,NA
G?qmbS,F,NA
G?qmas,F,NA
G?qm`s,F,NA
G?qmeK,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
G?qmbK,F,NA
G?qmak,F,NA
G?qm`k,F,NA
G?qmc[,F,NA
G?qma[,F,NA
G?qm`[,F,NA
G?qm_{,F,NA
G?qmfo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
G?qmfg,F,NA
G?qmfW,F,NA
G?qmew,F,NA
G?qmdw,F,NA
G?qmbw,F,NA
G?qmfc,F,NA
G?qmfS,F,NA
G?qmes,F,NA
G?qmds,F,NA
G?qmbs,F,NA
G?qmfK,F,NA
G?qmek,F,NA
G?qmdk,F,NA
G?qmbk,F,NA
G?qme[,F,NA
G?qmd[,F,NA
G?qmb[,F,NA
G?qmc{,F,NA
